,date,Adj Close,wsj_mean_compound,cnbc_mean_compound,fortune_mean_compound,reuters_mean_compound
0,2017-12-07,2636.97998,0.296,-0.1366,0.0,0.0
1,2017-12-08,2651.5,0.0,0.0,-0.2423,0.0
2,2017-12-11,2659.98999,0.0,0.0,0.0,0.0
3,2017-12-12,2664.110107,0.0,0.0,0.0,0.0
4,2017-12-13,2662.850098,0.0,0.0,0.0,0.0
5,2017-12-14,2652.01001,-0.17253333333333334,0.0,0.0,0.0
6,2017-12-15,2675.810059,-0.1806,0.0,0.0,0.0
7,2017-12-18,2690.159912,0.0,0.0,0.0,0.0
8,2017-12-19,2681.469971,0.0,0.0,0.0,0.0
9,2017-12-20,2679.25,0.0,0.0,0.0,0.0
10,2017-12-21,2684.570068,0.06743333333333333,0.296,0.0,0.0
11,2017-12-22,2683.340088,0.0,0.0,0.0,0.0
12,2017-12-26,2680.5,0.0,-0.07476666666666666,0.0,0.4019
13,2017-12-27,2682.620117,0.34,0.1108,0.0,0.0
14,2017-12-28,2687.540039,0.0,0.0,-0.4767,0.0
15,2017-12-29,2673.610107,0.0,0.15036666666666668,0.0,0.0
16,2018-01-02,2695.810059,0.023262666666666664,0.07618637236084454,-0.06529999999999998,-0.03389589665653495
17,2018-01-03,2713.060059,0.032048031496062994,0.06871131034482758,0.011434782608695649,0.008105509641873277
18,2018-01-04,2723.98999,-0.01688671328671329,0.08307198335644937,-0.06423111111111113,-0.011256312625250502
19,2018-01-05,2743.149902,-0.000632413793103451,0.061525749559082896,0.017026829268292687,0.019690888382687927
20,2018-01-08,2747.709961,0.037838211382113816,0.08480335570469799,-0.011615686274509804,0.0571482254697286
21,2018-01-09,2751.290039,-0.003566428571428572,0.05464519846350832,0.028240350877192986,0.029999832915622388
22,2018-01-10,2748.22998,0.042846,0.05208155844155844,0.07026744186046512,0.03687803738317757
23,2018-01-11,2767.560059,0.012324264705882356,0.07525633187772925,-0.042692452830188674,0.020609507829977627
24,2018-01-12,2786.23999,0.0051883040935672515,0.08517568,-0.02554772727272728,0.04110855884203902
25,2018-01-16,2776.419922,-0.008468468468468469,0.07002893617021277,-0.04688055555555556,0.025613845258871438
26,2018-01-17,2802.560059,-0.02247391304347826,0.09279884020618556,-0.030629508196721313,0.02130225806451613
27,2018-01-18,2798.030029,0.04265095541401274,0.0706227560050569,0.08089375,0.0455828717948718
28,2018-01-19,2810.300049,-0.023276666666666664,0.06610065466448446,0.029703703703703704,0.04623035602748283
29,2018-01-22,2832.969971,-0.019821186440677964,0.05458375634517767,0.0362,0.04392616596002422
30,2018-01-23,2839.129883,0.002873026315789473,0.08601597444089458,0.017955769230769233,0.051674531645569614
31,2018-01-24,2837.540039,-0.0547725,0.09769030373831776,0.061393023255813965,0.056346118012422355
32,2018-01-25,2839.25,0.01974915254237288,0.08693727810650888,-0.04199,0.037725801886792455
33,2018-01-26,2872.870117,-0.056607971014492754,0.06967270375161708,0.037142424242424234,0.03653706705969049
34,2018-01-29,2853.530029,-0.033931914893617014,0.07995362563237775,0.05926756756756756,0.0690510477299185
35,2018-01-30,2822.429932,-0.002818181818181818,0.0772202813599062,0.02818125,0.0680171133051246
36,2018-01-31,2823.810059,-0.00657297297297297,0.09107987012987012,0.07142708333333334,0.07129656357388316
37,2018-02-01,2821.97998,0.04082012987012987,0.0794338399189463,-0.001109090909090909,0.07749442158207591
38,2018-02-02,2762.129883,-0.012406918238993708,0.09842173913043478,-0.025529268292682927,0.053713363821138206
39,2018-02-05,2648.939941,0.06351619047619048,0.07764421252371917,0.047530303030303034,0.04046062461726883
40,2018-02-06,2695.139893,0.0041866666666666675,0.06082822857142857,-0.0388490909090909,0.050036653956148716
41,2018-02-07,2681.659912,-0.009460115606936416,0.07051988700564972,0.05292444444444445,0.060721299160406535
42,2018-02-08,2581.0,-0.016982142857142855,0.05443976793248945,-0.022629166666666662,0.09051655996585574
43,2018-02-09,2619.550049,-0.05833984375,0.019601851851851853,-0.0032824999999999938,0.04494835659612787
44,2018-02-12,2656.0,-0.03449074074074074,0.052224870466321245,-0.06973103448275861,0.06475313415348564
45,2018-02-13,2662.939941,-0.06066312056737588,0.05529463243873979,-0.014857499999999996,0.07128271835590845
46,2018-02-14,2698.629883,0.031119178082191782,0.0581410843373494,0.02389607843137255,0.07535663755458515
47,2018-02-15,2731.199951,0.021708333333333336,0.06404685230024214,0.09952037037037037,0.06363465491923642
48,2018-02-16,2732.219971,0.00846923076923077,0.05321042584434655,-0.07029090909090908,0.05435280957336108
49,2018-02-20,2716.26001,0.0013119266055045863,0.06922311688311689,-0.04475116279069768,0.057105389980976536
50,2018-02-21,2701.330078,-0.005596946564885496,0.06839697386519945,-0.033767924528301886,0.05875546912980068
51,2018-02-22,2703.959961,0.0046758169934640525,0.0604401888772298,-0.003896153846153843,0.08400449735449736
52,2018-02-23,2747.300049,-0.033897142857142855,0.049480921895006406,0.019220408163265305,0.055136295503211995
53,2018-02-26,2779.600098,0.06023536585365854,0.06309561904761905,-0.052399999999999995,0.05695852878464819
54,2018-02-27,2744.280029,0.021438129496402877,0.07763253424657535,0.016476666666666664,0.08180343096234309
55,2018-02-28,2713.830078,-0.004011728395061729,0.06396397590361445,0.08161818181818181,0.07161307111640842
56,2018-03-01,2677.669922,0.02484569536423841,0.08605945355191257,-0.017579545454545452,0.06362560175054705
57,2018-03-02,2691.25,-0.06948880597014925,0.034154411764705885,-0.07875098039215686,0.0033656867985034727
58,2018-03-05,2720.939941,0.020475609756097565,0.046876106194690265,0.04286666666666667,0.051547112038970076
59,2018-03-06,2728.120117,-0.04375107913669065,0.05318576923076924,0.02186065573770492,0.03068584371460929
60,2018-03-07,2726.800049,-0.02528445945945946,0.03827403598971722,0.06391406250000001,-0.0006937219730941702
61,2018-03-08,2738.969971,-0.050985526315789474,0.056382067247820675,0.004526666666666668,0.04821706706706707
62,2018-03-09,2786.570068,0.03332709677419355,0.04461144827586207,-0.034106818181818176,0.03366590078328982
63,2018-03-12,2783.02002,-0.009867021276595741,0.07272919463087249,-0.037471875,-0.008901301115241636
64,2018-03-13,2765.310059,-0.0028978417266187057,0.054818735083532216,0.08610416666666666,-0.026863235294117646
65,2018-03-14,2749.47998,-0.031202439024390242,0.048686125000000004,-0.08064666666666667,-0.0369905529953917
66,2018-03-15,2747.330078,-0.05118297872340426,0.06466394948335247,-0.04544666666666667,-0.0427734149054505
67,2018-03-16,2752.01001,0.024162411347517735,0.0309215953307393,-0.02173,-0.015667244701348747
68,2018-03-19,2712.919922,-0.025795370370370368,0.07982789968652038,-0.0386725,-0.014312881679389313
69,2018-03-20,2716.939941,-0.05222189349112426,0.08550294871794872,0.00711607142857143,-0.01669342105263158
70,2018-03-21,2711.929932,-0.045253125,0.06425811001410436,0.049284126984126986,-0.016371739130434784
71,2018-03-22,2643.689941,-0.015306024096385542,0.059144680851063836,-0.028128205128205127,-0.043631009174311924
72,2018-03-23,2588.26001,0.018180645161290324,0.013800359066427289,-0.009567567567567565,-0.04598524590163935
73,2018-03-26,2658.550049,-0.04752260869565217,0.020395848375451265,-0.12646206896551726,0.030233741146168707
74,2018-03-27,2612.620117,-0.005104516129032258,0.05396653796653797,0.03595952380952381,0.031102211055276382
75,2018-03-28,2605.0,0.016098387096774188,0.05594594257178527,-0.1276795918367347,0.046162457627118646
76,2018-03-29,2640.870117,-0.007445859872611461,0.06501358629130967,-0.06054864864864864,0.050724819494584836
77,2018-04-02,2581.879883,0.023072941176470588,0.028017307692307692,0.03455641025641026,0.0476175
78,2018-04-03,2614.449951,-0.012418571428571428,0.05634613095238095,-0.044559999999999995,0.02821765039727582
79,2018-04-04,2644.689941,-0.07117985074626866,0.015941442542787284,-0.05682666666666667,0.031572202998846596
80,2018-04-05,2662.840088,-0.004520666666666663,0.0346310843373494,-0.08727307692307693,0.013957864357864357
81,2018-04-06,2604.469971,-0.09447083333333334,0.022125221238938054,0.02676976744186047,0.006375216852540274
82,2018-04-09,2613.159912,-0.025265753424657533,0.032831443298969074,-0.018217142857142862,0.022969265756985054
83,2018-04-10,2656.870117,-0.01659197530864198,0.04204101123595506,0.0005551724137931045,0.031795731707317074
84,2018-04-11,2642.189941,-0.015332758620689658,0.047674966532797854,-0.039543636363636364,-0.0021166328600405676
85,2018-04-12,2663.98999,-0.026132240437158474,0.06221005221932115,-0.08643684210526316,0.026306506849315067
86,2018-04-13,2656.300049,-0.04459722222222222,0.08208618127786033,-0.028030434782608697,0.03754659154929577
87,2018-04-16,2677.840088,-0.03086388888888889,0.07464982142857142,-0.004526315789473681,0.015885020479812755
88,2018-04-17,2706.389893,0.023233939393939394,0.06622799013563502,0.0819090909090909,0.016187512742099897
89,2018-04-18,2708.639893,-0.008926436781609197,0.04739923830250272,0.06684117647058824,0.05173536141445658
90,2018-04-19,2693.129883,-0.026427325581395354,0.05724925816023738,0.004205714285714289,0.051298276687410244
91,2018-04-20,2670.139893,-0.06695,0.04218293299620733,0.03217391304347826,0.03822118003025719
92,2018-04-23,2670.290039,0.030873913043478262,0.0661267223382046,-0.01792142857142857,-0.02252142857142857
93,2018-04-24,2634.560059,0.07738684210526316,-0.016578313253012046,-0.17,0.1322673031026253
94,2018-04-25,2639.399902,0.02821005025125628,0.06041464318813716,0.02166326530612244,0.07058825021132713
95,2018-04-26,2666.939941,0.01622489270386266,0.08823902249806051,-0.07800571428571429,0.10067006434134779
96,2018-04-27,2669.909912,0.007764835164835164,0.08630204708290685,0.029011363636363637,0.10718267117497887
97,2018-04-30,2648.050049,-0.010961029411764705,0.06328284923928078,0.021328124999999996,0.0661854001221747
98,2018-05-01,2654.800049,-0.0448638036809816,0.08424612850082372,-0.013290566037735848,0.06860966542750929
99,2018-05-02,2635.669922,-0.005655828220858898,0.08805725338491295,0.043338983050847456,0.0533692515779982
100,2018-05-03,2629.72998,0.013446212121212123,0.0664606544293695,0.06314772727272727,0.06829695238095237
101,2018-05-04,2663.419922,-0.0019862068965517217,0.07377687007874016,-0.021276595744680847,0.0626005316007088
102,2018-05-07,2672.629883,-0.009346226415094338,0.07887243816254416,0.006107692307692305,0.07414205834683954
103,2018-05-08,2671.919922,0.020833823529411762,0.08197719148936171,0.06926612903225807,0.042805444887118196
104,2018-05-09,2697.790039,0.02688728323699422,0.08563651960784313,0.004357971014492754,0.053811705508474576
105,2018-05-10,2723.070068,-0.024847674418604648,0.088534375,-0.011928571428571429,0.03481960784313726
106,2018-05-11,2727.719971,-0.035662686567164176,0.07178089758342923,-0.03365757575757576,0.03825164086687307
107,2018-05-14,2730.129883,0.021964102564102563,0.08171073170731707,-0.0016045454545454531,0.0001521538461538465
108,2018-05-15,2711.449951,-0.021975977653631285,0.07515530381050464,-0.013452173913043474,0.001791272522522522
109,2018-05-16,2722.459961,0.03086441717791411,0.08180707070707072,-0.01893333333333333,0.018274247685185183
110,2018-05-17,2720.129883,-0.020483060109289613,0.07312919896640827,-0.09771904761904761,-0.0019966580976863756
111,2018-05-18,2712.969971,-0.004990285714285716,0.07024734375,-0.06043953488372093,0.02205571531272466
112,2018-05-21,2733.01001,0.020605785123966942,0.08069272030651341,0.07844761904761904,-0.009075688509021844
113,2018-05-22,2724.439941,-0.023471875,0.06925518102372034,0.0023280701754385953,-0.014442363112391932
114,2018-05-23,2733.290039,0.029191160220994473,0.06704603825136612,-0.0707790322580645,0.006318647281921618
115,2018-05-24,2727.76001,0.03295050505050505,0.04037940446650124,-0.06081525423728813,0.001303676913803497
116,2018-05-25,2721.330078,0.03407873563218391,0.047433279483037154,0.012428378378378378,-0.025190309446254073
117,2018-05-29,2689.860107,-0.05270220588235294,0.07124146788990826,-0.02572142857142857,-0.03556844262295082
118,2018-05-30,2724.01001,-0.011916363636363638,0.03707044334975369,-0.07173709677419356,-0.06317741137675185
119,2018-05-31,2705.27002,-0.018636363636363635,0.057370668693009115,-0.06676206896551724,-0.02548924180327869
120,2018-06-01,2734.620117,0.0,-0.06115000000000001,0.3612,-0.004489473684210528
